Sat Mar 02 13:59:53 2024
id - SE internal id for edge.
Vx, Vy - (m) Coordinates of center of edge.
L - (m) Length of the edge.
Fx, Fy, Fz - (N) Force components acting at each edge.
ca - (deg) Contact angle.
Calculation time: 170.544 s

id Vx Vy L Fx Fy Fz ca
501	-2.746627e-006	-1.751049e-004	2.239098e-006	9.632756e-024	-1.573149e-007	3.524673e-008	167.371318
502	-4.985725e-006	-1.751049e-004	2.239098e-006	9.632756e-024	-1.573149e-007	3.524673e-008	167.371318
503	-6.478457e-006	-1.751049e-004	7.463660e-007	3.203724e-024	-5.232078e-008	1.226160e-008	166.810512
504	-7.971189e-006	-1.747318e-004	2.360196e-006	-5.261924e-008	-1.578717e-007	3.442884e-008	168.310891
505	-1.021029e-005	-1.739854e-004	2.360231e-006	-5.262627e-008	-1.578719e-007	3.442961e-008	168.310804
506	-1.244939e-005	-1.736122e-004	2.239090e-006	9.702867e-024	-1.584598e-007	2.967469e-008	169.393104
507	-1.468848e-005	-1.736122e-004	2.239100e-006	9.702910e-024	-1.584605e-007	2.967483e-008	169.393104
508	-1.692758e-005	-1.736122e-004	2.239100e-006	9.614260e-024	-1.570128e-007	3.656951e-008	166.889100
509	-1.916668e-005	-1.732390e-004	2.360229e-006	-5.245135e-008	-1.573470e-007	3.700256e-008	167.423471
510	-2.140578e-005	-1.721195e-004	2.691045e-006	-1.059113e-007	-1.588704e-007	3.292541e-008	170.216074
511	-2.327170e-005	-1.713731e-004	1.492730e-006	6.494400e-024	-1.060616e-007	1.738241e-008	170.692553
512	-2.513761e-005	-1.713731e-004	2.239100e-006	9.741622e-024	-1.590928e-007	2.607367e-008	170.692553
513	-2.737670e-005	-1.713731e-004	2.239090e-006	9.693886e-024	-1.583132e-007	3.044742e-008	169.113573
514	-2.961580e-005	-1.713731e-004	2.239100e-006	9.693930e-024	-1.583139e-007	3.044756e-008	169.113573
515	-3.185490e-005	-1.713731e-004	2.239100e-006	9.647147e-024	-1.575499e-007	3.418156e-008	167.758984
516	-3.409400e-005	-1.709999e-004	2.360229e-006	-5.289176e-008	-1.586682e-007	3.008784e-008	169.801823
517	-3.633310e-005	-1.706267e-004	2.239100e-006	9.668884e-024	-1.579049e-007	3.250223e-008	168.369008
518	-3.857220e-005	-1.702536e-004	2.360188e-006	-5.197642e-008	-1.559425e-007	4.310221e-008	165.306892
519	-4.081129e-005	-1.698804e-004	2.239100e-006	9.615834e-024	-1.570385e-007	3.645895e-008	166.929440
520	-4.305039e-005	-1.695072e-004	2.360229e-006	-5.261910e-008	-1.578503e-007	3.453897e-008	168.273139
521	-4.528949e-005	-1.687608e-004	2.360229e-006	-5.288119e-008	-1.586365e-007	3.027310e-008	169.738351
522	-4.752859e-005	-1.683876e-004	2.239100e-006	9.668555e-024	-1.578995e-007	3.252835e-008	168.359533
523	-4.976769e-005	-1.680145e-004	2.360188e-006	-5.235896e-008	-1.570902e-007	3.819175e-008	167.012105
524	-5.200678e-005	-1.672681e-004	2.360229e-006	-5.256274e-008	-1.576812e-007	3.538664e-008	167.981091
525	-5.424588e-005	-1.665217e-004	2.360229e-006	-5.256274e-008	-1.576812e-007	3.538664e-008	167.981091
526	-5.611180e-005	-1.657754e-004	1.668894e-006	-5.262973e-008	-1.052686e-007	2.423095e-008	168.366237
527	-5.797771e-005	-1.650290e-004	2.360229e-006	-5.273833e-008	-1.582079e-007	3.267007e-008	168.915955
528	-6.021681e-005	-1.642826e-004	2.360229e-006	-5.262716e-008	-1.578744e-007	3.441594e-008	168.315502
529	-6.245591e-005	-1.635363e-004	2.360198e-006	-5.262009e-008	-1.578744e-007	3.441583e-008	168.315381
530	-6.469501e-005	-1.627899e-004	2.360220e-006	-5.261061e-008	-1.578241e-007	3.466788e-008	168.228700
531	-6.693410e-005	-1.620435e-004	2.360229e-006	-5.255144e-008	-1.576473e-007	3.555416e-008	167.923340
532	-6.917320e-005	-1.612972e-004	2.360198e-006	-5.239445e-008	-1.571974e-007	3.770197e-008	167.181570
533	-7.141230e-005	-1.601776e-004	2.691100e-006	-1.051861e-007	-1.577721e-007	3.983079e-008	168.137221
534	-7.365140e-005	-1.586848e-004	2.691045e-006	-1.055143e-007	-1.582749e-007	3.683586e-008	169.040478
535	-7.589050e-005	-1.571922e-004	2.691036e-006	-1.055143e-007	-1.582742e-007	3.683575e-008	169.040476
536	-7.812959e-005	-1.560726e-004	2.360229e-006	-5.274753e-008	-1.582355e-007	3.252121e-008	168.967096
537	-8.036869e-005	-1.553262e-004	2.360229e-006	-5.274753e-008	-1.582355e-007	3.252121e-008	168.967096
538	-8.260779e-005	-1.545798e-004	2.360198e-006	-5.260027e-008	-1.578149e-007	3.471757e-008	168.211472
539	-8.484689e-005	-1.534603e-004	2.691100e-006	-1.052498e-007	-1.578676e-007	3.928008e-008	168.303571
540	-8.671281e-005	-1.523407e-004	1.668894e-006	-5.246590e-008	-1.049409e-007	2.594681e-008	167.529621
541	-8.857872e-005	-1.508480e-004	3.166566e-006	-1.583523e-007	-1.583523e-007	4.277601e-008	169.186074
542	-9.081782e-005	-1.493553e-004	2.360220e-006	-5.298684e-008	-1.589527e-007	2.836561e-008	170.391235
543	-9.305691e-005	-1.482358e-004	2.691045e-006	-1.051223e-007	-1.576870e-007	4.031351e-008	167.991071
544	-9.529601e-005	-1.463699e-004	3.166566e-006	-1.584677e-007	-1.584677e-007	4.191269e-008	169.406871
545	-9.753511e-005	-1.441308e-004	3.166566e-006	-1.587954e-007	-1.587954e-007	3.935397e-008	170.060359
546	-9.977423e-005	-1.422648e-004	2.691078e-006	-1.058977e-007	-1.588529e-007	3.306729e-008	170.173620
547	-1.020134e-004	-1.407721e-004	2.691100e-006	-1.057150e-007	-1.585655e-007	3.498497e-008	169.597678
548	-1.042524e-004	-1.396526e-004	2.360198e-006	-5.277661e-008	-1.583440e-007	3.192884e-008	169.170361
549	-1.064915e-004	-1.381598e-004	3.166495e-006	-1.580178e-007	-1.580108e-007	4.518089e-008	168.569885
550	-1.087306e-004	-1.359208e-004	3.166566e-006	-1.589381e-007	-1.589381e-007	3.818408e-008	170.358704
551	-1.109696e-004	-1.344280e-004	2.360229e-006	-5.302890e-008	-1.590796e-007	2.756870e-008	170.663677
552	-1.132088e-004	-1.329352e-004	3.166566e-006	-1.580180e-007	-1.580180e-007	4.518095e-008	168.570128
553	-1.154479e-004	-1.306961e-004	3.166566e-006	-1.584157e-007	-1.584157e-007	4.230357e-008	169.306923
554	-1.176870e-004	-1.288303e-004	2.691045e-006	-1.059149e-007	-1.588760e-007	3.288672e-008	170.227685
555	-1.195529e-004	-1.277107e-004	1.669001e-006	-5.269552e-008	-1.053910e-007	2.358553e-008	168.681008
556	-1.214189e-004	-1.265912e-004	2.691045e-006	-1.049615e-007	-1.574458e-007	4.165318e-008	167.585742
557	-1.236580e-004	-1.247252e-004	3.166566e-006	-1.573262e-007	-1.573262e-007	4.977553e-008	167.389583
558	-1.255239e-004	-1.224861e-004	2.691045e-006	-1.562312e-007	-1.041518e-007	4.780483e-008	165.716027
559	-1.273898e-004	-1.202470e-004	3.166566e-006	-1.574532e-007	-1.574532e-007	4.896597e-008	167.597972
560	-1.292557e-004	-1.180080e-004	2.691045e-006	-1.579440e-007	-1.052937e-007	3.883322e-008	168.438240
561	-1.311215e-004	-1.157689e-004	3.166566e-006	-1.579344e-007	-1.579344e-007	4.576190e-008	168.421138
562	-1.329875e-004	-1.135298e-004	2.691100e-006	-1.579078e-007	-1.052766e-007	3.904619e-008	168.374194
563	-1.344803e-004	-1.112907e-004	2.691045e-006	-1.579078e-007	-1.052695e-007	3.904535e-008	168.374201
564	-1.359729e-004	-1.090516e-004	2.691045e-006	-1.581641e-007	-1.054404e-007	3.751695e-008	168.835260
565	-1.378389e-004	-1.068125e-004	3.166566e-006	-1.584300e-007	-1.584300e-007	4.219650e-008	169.334304
566	-1.397048e-004	-1.045734e-004	2.691100e-006	-1.578386e-007	-1.052305e-007	3.944812e-008	168.252824
567	-1.411975e-004	-1.023343e-004	2.691045e-006	-1.578387e-007	-1.052234e-007	3.944710e-008	168.252886
568	-1.423171e-004	-1.000951e-004	2.360229e-006	-1.586237e-007	-5.287694e-008	3.034714e-008	169.712981
569	-1.434366e-004	-9.785605e-005	2.691045e-006	-1.587525e-007	-1.058327e-007	3.373666e-008	169.972547
570	-1.449294e-004	-9.599013e-005	2.111018e-006	-1.053599e-007	-1.053578e-007	3.001642e-008	168.610063
571	-1.464221e-004	-9.412422e-005	2.691045e-006	-1.577667e-007	-1.051755e-007	3.986052e-008	168.127988
572	-1.479148e-004	-9.188512e-005	2.691100e-006	-1.577341e-007	-1.051608e-007	4.004755e-008	168.071715
573	-1.494076e-004	-8.964602e-005	2.691045e-006	-1.577342e-007	-1.051538e-007	4.004618e-008	168.071881
574	-1.505271e-004	-8.740692e-005	2.360229e-006	-1.578277e-007	-5.261159e-008	3.465316e-008	168.233816
575	-1.512734e-004	-8.516782e-005	2.360188e-006	-1.578270e-007	-5.260455e-008	3.465249e-008	168.233839
576	-1.520198e-004	-8.292873e-005	2.360229e-006	-1.593805e-007	-5.312922e-008	2.556457e-008	171.347804
577	-1.531394e-004	-8.068963e-005	2.691045e-006	-1.585868e-007	-1.057222e-007	3.484435e-008	169.639737
578	-1.542589e-004	-7.845053e-005	2.360229e-006	-1.588114e-007	-5.293949e-008	2.923642e-008	170.093363
579	-1.553785e-004	-7.621143e-005	2.691045e-006	-1.589438e-007	-1.059602e-007	3.240966e-008	170.370803
580	-1.568712e-004	-7.397233e-005	2.691092e-006	-1.586956e-007	-1.058023e-007	3.411698e-008	169.858496
581	-1.587371e-004	-7.173324e-005	3.166566e-006	-1.576236e-007	-1.576236e-007	4.785663e-008	167.883263
582	-1.602298e-004	-6.949414e-005	2.360198e-006	-1.573841e-007	-5.245667e-008	3.682647e-008	167.484123
583	-1.606030e-004	-6.725504e-005	2.239100e-006	-1.573426e-007	1.926891e-023	3.512353e-008	167.416198
584	-1.609762e-004	-6.538912e-005	1.668939e-006	-1.063535e-007	-5.317924e-008	1.732586e-008	171.709874
585	-1.620958e-004	-6.352321e-005	2.691045e-006	-1.578920e-007	-1.052590e-007	3.913774e-008	168.346309
586	-1.635885e-004	-6.128411e-005	2.691100e-006	-1.578918e-007	-1.052659e-007	3.913940e-008	168.346050
587	-1.647081e-004	-5.904501e-005	2.360188e-006	-1.574537e-007	-5.248012e-008	3.649070e-008	167.600010
588	-1.654544e-004	-5.680592e-005	2.360229e-006	-1.570790e-007	-5.236200e-008	3.824688e-008	166.993257
589	-1.658276e-004	-5.456682e-005	2.239100e-006	-1.563037e-007	1.914168e-023	3.949056e-008	165.820791
590	-1.658276e-004	-5.232772e-005	2.239100e-006	-1.593705e-007	1.951725e-023	2.431866e-008	171.324046
591	-1.658276e-004	-5.008862e-005	2.239100e-006	-1.593705e-007	1.951725e-023	2.431866e-008	171.324046
592	-1.662008e-004	-4.784952e-005	2.360220e-006	-1.596565e-007	-5.322146e-008	2.356788e-008	172.028128
593	-1.673204e-004	-4.561043e-005	2.691045e-006	-1.593337e-007	-1.062201e-007	2.951508e-008	171.237918
594	-1.688130e-004	-4.337133e-005	2.691045e-006	-1.581660e-007	-1.054416e-007	3.750559e-008	168.838682
595	-1.695594e-004	-4.113223e-005	2.239100e-006	-1.593272e-007	1.951195e-023	2.460050e-008	171.222706
596	-1.699326e-004	-3.889313e-005	2.360229e-006	-1.587169e-007	-5.290799e-008	2.980121e-008	169.899999
597	-1.706790e-004	-3.665404e-005	2.360220e-006	-1.584102e-007	-5.280598e-008	3.155836e-008	169.297615
598	-1.710522e-004	-3.441494e-005	2.239100e-006	-1.593620e-007	1.951621e-023	2.437417e-008	171.304089
599	-1.714254e-004	-3.254902e-005	1.668894e-006	-1.060858e-007	-5.303829e-008	1.926785e-008	170.772723
600	-1.721717e-004	-3.068311e-005	2.360229e-006	-1.586005e-007	-5.286920e-008	3.048182e-008	169.666829
601	-1.729181e-004	-2.844401e-005	2.360229e-006	-1.584354e-007	-5.281416e-008	3.142137e-008	169.344661
602	-1.736645e-004	-2.620491e-005	2.360198e-006	-1.582078e-007	-5.273123e-008	3.267028e-008	168.915733
603	-1.740376e-004	-2.396581e-005	2.239100e-006	-1.592233e-007	1.949923e-023	2.526428e-008	170.983929
604	-1.744108e-004	-2.172671e-005	2.360220e-006	-1.586636e-007	-5.289047e-008	3.011034e-008	169.794075
605	-1.747840e-004	-1.948762e-005	2.239100e-006	-1.589094e-007	1.946079e-023	2.716892e-008	170.297883
606	-1.747840e-004	-1.724852e-005	2.239100e-006	-1.589094e-007	1.946079e-023	2.716892e-008	170.297883
607	-1.751572e-004	-1.500942e-005	2.360229e-006	-1.589775e-007	-5.299487e-008	2.821546e-008	170.442618
608	-1.755304e-004	-1.277032e-005	2.239100e-006	-1.591864e-007	1.949471e-023	2.549589e-008	170.900574
609	-1.759036e-004	-1.053122e-005	2.360193e-006	-1.594483e-007	-5.314479e-008	2.508807e-008	171.510145
610	-1.766499e-004	-8.292126e-006	2.360227e-006	-1.584278e-007	-5.281167e-008	3.146323e-008	169.330291
